City,Place,Ratings,Distance,Place_desc
Hyderabad,27. Sarath City Mall,4.0,"6,444 km  from city center","Sarath City Mall is the largest mall in Hyderabad located in Kondapur. It is the best destination in the city for shopping, food and other fun activities. The theatres in AMB Cinemas come with incredibly comfortable recliner seats. There is also a gaming arcade known as Tridom which is filled with fun games for every age group. It also has a trampoline park and its own adventure room! Ski Capital is a unique location filled with snow slopes that you can ski down, play with friends and make snowmen in. You can take an Uber, Taxi or Ola to the mall."
Hyderabad,28. Durgam Cheruvu Bride,3.9,11 km  from city center,The Durgam Cheruvu Bridge is a beautiful cable bridge stretching between Jubilee Hills and the Financial District. It is the longest bridge in Hyderabad and perfect for a night drive when the bridge lights up brilliantly. The bridge is adorned with walking and cycling ramps as well. This allows visitors to stop and look out over the Durgam Cheruvu lake which acts as its namesake. It is located near the Inorbit Mall in Madhupur which is a popular shopping destination as well.
Hyderabad,31. Mount Opera Theme Park Resort,3.2,6 km  from city center,"With a startling amount of choices available on amusement rides, from Ferris wheel to Columbus, the Mount Opera Theme Park resort are ideal for a day full of enjoyment and excitement. They also have a few eccentric ones like the Jumping Frogs, Thrillarium and the Alien Planet."
Hyderabad,35. Shilparamam Uppal,3.6,7 km  from city center,"Shilparamam Uppal, also called Mini Shilparamam, is a handicraft flea market and a village themed entertainment park. Spanning nearly 8 acres on the banks of river Musi in Hyderabad, it is a centre of the arts. It has handicraft and handloom stalls, and many photo spots such as an artificial waterfall and a food court."
Hyderabad,36. Chilkur Balaji Temple,4.2,20 km  from city center,"Chilkur Balaji Temple is situated in the picturesque village of Chilkur, about 30kms from Hyderabad. It is also called the VISA Temple because it is believed that paying your obeisance to the presiding deity, Lord Balaji Venkateswara, along with Sridevi and Bhoodev can grant your wishes of gaining a USA Visa!"
Hyderabad,37. Iskcon temple,3.7,1 km  from city center,"ISKON temple of Hyderabad is located in the Nampally region. The main deity in the temple is Lord Krishna. One can also see idols of Sri Gaura-Nitai, Sri Jagannatha Baladeva-Subhadra and Sri Radha Madana-Mohana."
Hyderabad,38. Tank Bund,3.9,3 km  from city center,"Tank Bund is a road that stretches between Hyderabad and Secunderabad, connecting the two major cities. It borders the Hussain Sagar Lake on one end which contains the famous monolith of Gautam Buddha in the middle. The view of the lake is breathtaking at night when the statue lights up. It is popular for night drives and the many parks and gardens that border Tank Bund makes for popular picnic spots."
Hyderabad,41. Mecca Masjid,4.2,3 km  from city center,"Mecca Masjid in Hyderabad is one of the oldest and largest mosques in the city. The bricks used here are believed to be from Mecca, and hence the name. Its interiors are a testament to the grandeur of the rulers of the Quli dynasty."
Hyderabad,43. Purani Haveli,3.7,2 km  from city center,"Originally built to serve as the home to the Peshwa of Mohammed Quli Qutub Shah, Mir Momen, Purani Haveli is converted into a museum known for its remarkable exhibits of artwork and talent. It houses a fascinating collection of items gifted to Mir Osman Ali Khan, the seventh Nizam of Hyderabad."
Hyderabad,44. Amaravathi,3.2,9 km  from city center,It is famous for its Amareswara temple dedicated to Lord Shiva. The temple is one of the famous Pancharamas.
Hyderabad,45. Ride Boats at Durgam Cheruvu,3.7,11 km  from city center,"Durgam Cheruvu is a serene and picturesque lake which once served as a water source for the Golconda fort. It is a lively and vibrant spot for pedal boating, camping, and trekking. The historical lake is also popular for its sunrise and sunset views."
Hyderabad,49. Aero Plaza Hyderabad Airport,3.9,13 km  from city center,"The Aeroplaza is located within the main terminal of the Rajiv Gandhi International Airport and is a hub for all things food. It has many restaurants from fast-food joints to breweries and pubs like Buffalo Wild Wings, Barley & Grapes and Sip of Sky. It has become a popular nightlife spot in Hyderabad as most of the eateries are open till late at night."
Hyderabad,51. Ratnalyam Temple,3.7,28 km  from city center,"Located on the outskirts of Hyderabad, the Ratnalayam Temple is the seat of Lord Venkatesha and his consorts, Goddess Padmavati and Goddess Andal. It also contains temples devoted to Lord Ganesha, Lord Hanuman and Vasavi Kanyaka Parameshwari Devi. It is famous for the fountains devoted to scenes from mythology such as the one of Lord Vishnu resting on adhishesha along with his wives. You can take a taxi, Ola or Uber from any part of the city to this temple."
Pondicherry,1. Play on the Paradise Beach,4.4,4 km  from city center,"Paradise Beach, also known as Plage Paradiso, is situated in Chunnambar, close to Pondicherry town. Adorned with the golden sand, this is a little-isolated beach. To reach here, you have to take a ferry across the backwaters, which takes around 20-30 minutes. There are a few shacks along the main entrance to the beach, and you can get fresh coconut water and some simple snacks - don't expect any fancy street food though."
Pondicherry,2. Aurobindo Ashram,3.8,3 km  from city center,"The Sri Aurobindo Ashram, a spiritual community or ashram located in Pondicherry, is the outcome of a small community of disciples who had gathered around Sri Aurobindo after he retired from politics and settled in Pondicherry in 1910. On 24 November 1926, after a major spiritual realization, Sri Aurobindo withdrew from public view in order to continue his spiritual work. At this time he handed over the full responsibility for the inner and outer lives of the spiritual aspirants and the ashram to his spiritual collaborator, the Mother earlier known as Mirra Alfassa. This date is therefore generally known as the founding-day of the ashram."
Pondicherry,4. Scuba Diving in Pondicherry,3.5,2 km  from city center,"Packed with enchanting marine life, Pondicherry offers an amazing adventure of scuba diving off the country's East Coast.
A dive into the sea will let you explore the rich life comprising of beautiful natural coral reefs and other exotic creatures such as manta rays, kingfish, sea snakes, lionfish, butterflies, crustaceans, moray eels and many more. Apart from that, if it is your lucky day you might even spot whale sharks, even sharks, dolphins and turtles. You also have an option of enjoying the dive at an artificial reef and experience the thrill of the activity making Pondicherry an irresistible diving destination."
Pondicherry,5. Explore the sites of Arikamedu,3.8,2 km  from city center,Arikamedu are the ruins which carried the remnants of the Roman trade in India. Recent excavations have brought out wine jars and ancient roman coins hinting on the Roman links in the ancient history of Pondicherry.
Pondicherry,7. Take a Leisure Walk by the Seaside Promenade,3.6,3 km  from city center,"One of the things that does justice to Pondicherry's French Roots is its beautiful Seaside Promenade. The area is well maintained, clean and beautiful and you can actually feel foam spray on your face while sipping a cooler in one of the many cafes at the promenade. Whether you're visiting during the sunny day or the starry night, the Seaside Promenade is equally feel good."
Pondicherry,8. Pondicherry beach,3.8,12 km  from city center,Pondicherry beach is a different kind of beach with less sand and more rocks. It offers a very peaceful place to its tourists and visitors to sit and enjoy the waves.
Pondicherry,12. Chunnambar Boat House,3.8,3 km  from city center,"Chunambar is a quaint little hamlet located along Cuddalore Main Road, around 8 km from Pondicherry. This serene town is visited by tourists for its beach, which is know as Paradise Beach, situated near the mouth of the backwater. With pristine sand and crystallized water, it is a perfect place for one to spend a day out playing water sports and bathing in the sun. A short cruise is also organized for the visitors which gives them a fantastic overall view of the serene beauty of the waters. One can also spot dolphins playing around in the water making it a must-visit for the nature lovers."
Pondicherry,13. Basilica of the Sacred Heart of Jesus,3.6,2 km  from city center,"This Gothic style building is a highly revered place of worship in Pondicherry. Visitors comprising of both tourists as well as devotees, who are staunch believers, visit to offer their prayers to the All Mighty here."
Pondicherry,14. Water Sports in Pondicherry,4.0,4 km  from city center,"With a unique, peaceful coastal beauty to it, Pondicherry is quickly becoming every beach lovers' favourite hideout. A number of water sports options along its white sandy beaches are another reason for travellers to love Pondy, as it is lovingly known."
Pondicherry,15. Botanical Garden,3.2,2 km  from city center,"A popular tourist attraction of Pondicherry, Botanical Garden was established by C.S. Perrotet in the year 1862. The garden is home to several exotic varieties of rare plants as well as an aquarium."
